index,层数,侠客ID,LV,skill,SkillLv,攻击加成,防御加成,生命加成,元宝奖励,金钱奖励,道具包,卡牌包,江湖阅历,剑系特效,掌系特效,内系特效,暗系特效,棍系特效,下一层ID,单层失败卡牌包,单层失败元宝奖励,单层失败金钱奖励,单层失败道具包,单层失败江湖阅历
245,15,60213,45,50212,3,11871,5863,49197,0,30000,4004,0,50,120,100,80,100,100,16,0,0,100,0,5
246,16,60101,48,50101,3,8281,6415,21481,0,1000,0,0,50,120,100,80,100,100,17,0,0,100,0,5
247,16,60102,48,50102,3,6872,8077,20169,0,1000,0,0,50,80,100,100,120,100,17,0,0,100,0,5
248,16,60103,48,0,3,7708,7096,20947,0,1000,0,0,50,100,120,100,80,100,17,0,0,100,0,5
249,16,60104,48,50103,3,9328,5003,22534,0,1000,0,0,50,100,100,120,100,80,17,0,0,100,0,5
250,16,60105,48,0,3,7309,5683,29176,0,1000,0,0,50,100,120,100,80,100,17,0,0,100,0,5
251,16,60106,48,50105,3,8288,4964,27929,0,1000,0,0,50,100,80,100,100,120,17,0,0,100,0,5
252,16,60107,48,50111,3,9001,4131,28512,0,1000,0,0,50,120,100,80,100,100,17,0,0,100,0,5
253,16,60108,48,50105,3,5638,7679,38394,0,1000,0,0,50,100,100,120,100,80,17,0,0,100,0,5
254,16,60201,48,50201,3,11807,10592,34943,0,1000,0,0,50,100,100,120,100,80,17,0,0,100,0,5
255,16,60202,48,50202,3,13375,8243,38880,0,1000,0,0,50,120,100,80,100,100,17,0,0,100,0,5
256,16,60203,48,50203,3,13845,7611,39609,0,1000,0,0,50,100,120,100,80,100,17,0,0,100,0,5
257,16,60204,48,50204,3,14619,7912,33340,0,1000,0,0,50,100,120,100,80,100,17,0,0,100,0,5
258,16,60205,48,50205,3,11035,11826,32627,0,1000,0,0,50,100,80,100,100,120,17,0,0,100,0,5
259,16,60206,48,50206,3,11035,7601,53752,0,1000,0,0,50,80,100,100,120,100,17,0,0,100,0,5
260,16,60207,48,50207,3,13067,7154,46656,0,1000,0,0,50,100,120,100,80,100,17,0,0,100,0,5
261,16,60208,48,50201,3,11508,10731,35753,0,1000,0,0,50,100,100,120,100,80,17,0,0,100,0,5
262,16,60209,48,50208,3,13521,6532,46656,0,1000,0,0,50,100,100,120,100,80,17,0,0,100,0,5
263,16,60210,48,50209,3,14774,7154,36547,0,1000,0,0,50,100,120,100,80,100,17,0,0,100,0,5
264,16,60211,48,0,3,10562,10737,40468,0,1000,0,0,50,100,120,100,80,100,17,0,0,100,0,5
265,16,60212,48,50211,3,12753,6221,51322,0,1000,0,0,50,120,100,80,100,100,17,0,0,100,0,5
266,16,60213,48,50212,3,12597,6221,52099,0,1000,0,0,50,120,100,80,100,100,17,0,0,100,0,5
267,17,60101,51,50101,3,8749,6757,22704,0,1000,0,0,50,120,100,80,100,100,18,0,0,100,0,5
268,17,60102,51,50102,3,7246,8554,21190,0,1000,0,0,50,80,100,100,120,100,18,0,0,100,0,5
269,17,60103,51,0,3,8115,7529,22020,0,1000,0,0,50,100,120,100,80,100,18,0,0,100,0,5
270,17,60104,51,50103,3,9889,5250,23713,0,1000,0,0,50,100,100,120,100,80,18,0,0,100,0,5
271,17,60105,51,0,3,7734,5953,30923,0,1000,0,0,50,100,120,100,80,100,18,0,0,100,0,5
272,17,60106,51,50105,3,8756,5231,29474,0,1000,0,0,50,100,80,100,100,120,18,0,0,100,0,5
273,17,60107,51,50111,3,9540,4365,29865,0,1000,0,0,50,120,100,80,100,100,18,0,0,100,0,5
274,17,60108,51,50105,3,5957,8105,40525,0,1000,0,0,50,100,100,120,100,80,18,0,0,100,0,5
275,17,60201,51,50201,3,12515,11158,37009,0,1000,0,0,50,100,100,120,100,80,18,0,0,100,0,5
276,17,60202,51,50202,3,14159,8681,41208,0,1000,0,0,50,120,100,80,100,100,18,0,0,100,0,5
277,17,60203,51,50203,3,14661,8037,41843,0,1000,0,0,50,100,120,100,80,100,18,0,0,100,0,5
278,17,60204,51,50204,3,15487,8359,35154,0,1000,0,0,50,100,120,100,80,100,18,0,0,100,0,5
279,17,60205,51,50205,3,11692,12506,34389,0,1000,0,0,50,100,80,100,100,120,18,0,0,100,0,5
280,17,60206,51,50206,3,11692,8056,56637,0,1000,0,0,50,80,100,100,120,100,18,0,0,100,0,5
281,17,60207,51,50207,3,13801,7548,49509,0,1000,0,0,50,100,120,100,80,100,18,0,0,100,0,5
282,17,60208,51,50201,3,12167,11337,37872,0,1000,0,0,50,100,100,120,100,80,18,0,0,100,0,5
283,17,60209,51,50208,3,14315,6884,49362,0,1000,0,0,50,100,100,120,100,80,18,0,0,100,0,5
284,17,60210,51,50209,3,15683,7490,38718,0,1000,0,0,50,100,120,100,80,100,18,0,0,100,0,5
285,17,60211,51,0,3,11158,11373,42754,0,1000,0,0,50,100,120,100,80,100,18,0,0,100,0,5
286,17,60212,51,50211,3,13466,6582,54342,0,1000,0,0,50,120,100,80,100,100,18,0,0,100,0,5
287,17,60213,51,50212,3,13329,6582,55026,0,1000,0,0,50,120,100,80,100,100,18,0,0,100,0,5
288,18,60101,54,50101,3,9221,7102,23936,0,1000,0,0,50,120,100,80,100,100,19,0,0,100,0,5
289,18,60102,54,50102,3,7622,9035,22220,0,1000,0,0,50,80,100,100,120,100,19,0,0,100,0,5
290,18,60103,54,0,3,8525,7966,23103,0,1000,0,0,50,100,120,100,80,100,19,0,0,100,0,5
291,18,60104,54,50103,3,10454,5500,24901,0,1000,0,0,50,100,100,120,100,80,19,0,0,100,0,5
292,18,60105,54,0,3,8162,6226,32684,0,1000,0,0,50,100,120,100,80,100,19,0,0,100,0,5
293,18,60106,54,50105,3,9228,5500,31032,0,1000,0,0,50,100,80,100,100,120,19,0,0,100,0,5
294,18,60107,54,50111,3,10085,4601,31229,0,1000,0,0,50,120,100,80,100,100,19,0,0,100,0,5
295,18,60108,54,50105,3,6278,8535,42674,0,1000,0,0,50,100,100,120,100,80,19,0,0,100,0,5
296,18,60201,54,50201,3,13230,11729,39093,0,1000,0,0,50,100,100,120,100,80,19,0,0,100,0,5
297,18,60202,54,50202,3,14950,9123,43556,0,1000,0,0,50,120,100,80,100,100,19,0,0,100,0,5
298,18,60203,54,50203,3,15483,8466,44096,0,1000,0,0,50,100,120,100,80,100,19,0,0,100,0,5
299,18,60204,54,50204,3,16363,8809,36984,0,1000,0,0,50,100,120,100,80,100,19,0,0,100,0,5
300,18,60205,54,50205,3,12354,13191,36166,0,1000,0,0,50,100,80,100,100,120,19,0,0,100,0,5
301,18,60206,54,50206,3,12354,8515,59547,0,1000,0,0,50,80,100,100,120,100,19,0,0,100,0,5
302,18,60207,54,50207,3,14542,7946,52385,0,1000,0,0,50,100,120,100,80,100,19,0,0,100,0,5
303,18,60208,54,50201,3,12831,11949,40008,0,1000,0,0,50,100,100,120,100,80,19,0,0,100,0,5
304,18,60209,54,50208,3,15117,7240,52091,0,1000,0,0,50,100,100,120,100,80,19,0,0,100,0,5
305,18,60210,54,50209,3,16599,7828,40908,0,1000,0,0,50,100,120,100,80,100,19,0,0,100,0,5
306,18,60211,54,0,3,11759,12014,45061,0,1000,0,0,50,100,120,100,80,100,19,0,0,100,0,5
307,18,60212,54,50211,3,14185,6945,57389,0,1000,0,0,50,120,100,80,100,100,19,0,0,100,0,5
308,18,60213,54,50212,3,14068,6945,57977,0,1000,0,0,50,120,100,80,100,100,19,0,0,100,0,5
309,19,60101,57,50101,3,9697,7450,25180,0,1000,0,0,50,120,100,80,100,100,20,0,0,100,0,5
310,19,60102,57,50102,3,8002,9520,23258,0,1000,0,0,50,80,100,100,120,100,20,0,0,100,0,5
311,19,60103,57,0,3,8938,8406,24194,0,1000,0,0,50,100,120,100,80,100,20,0,0,100,0,5
312,19,60104,57,50103,3,11024,5752,26099,0,1000,0,0,50,100,100,120,100,80,20,0,0,100,0,5
313,19,60105,57,0,3,8594,6501,34460,0,1000,0,0,50,100,120,100,80,100,20,0,0,100,0,5
314,19,60106,57,50105,3,9704,5772,32604,0,1000,0,0,50,100,80,100,100,120,20,0,0,100,0,5
315,19,60107,57,50111,3,10634,4839,32604,0,1000,0,0,50,120,100,80,100,100,20,0,0,100,0,5
316,19,60108,57,50105,3,6603,8968,44840,0,1000,0,0,50,100,100,120,100,80,20,0,0,100,0,5
317,19,60201,57,50201,3,13951,12306,41194,0,1000,0,0,50,100,100,120,100,80,20,0,0,100,0,5
318,19,60202,57,50202,3,15748,9569,45924,0,1000,0,0,50,120,100,80,100,100,20,0,0,100,0,5
319,19,60203,57,50203,3,16313,8899,46368,0,1000,0,0,50,100,120,100,80,100,20,0,0,100,0,5
320,19,60204,57,50204,3,17246,9264,38829,0,1000,0,0,50,100,120,100,80,100,20,0,0,100,0,5
321,19,60205,57,50205,3,13022,13882,37958,0,1000,0,0,50,100,80,100,100,120,20,0,0,100,0,5
322,19,60206,57,50206,3,13022,8978,62481,0,1000,0,0,50,80,100,100,120,100,20,0,0,100,0,5
323,19,60207,57,50207,3,15288,8347,55287,0,1000,0,0,50,100,120,100,80,100,20,0,0,100,0,5
324,19,60208,57,50201,3,13501,12565,42163,0,1000,0,0,50,100,100,120,100,80,20,0,0,100,0,5
325,19,60209,57,50208,3,15926,7598,54843,0,1000,0,0,50,100,100,120,100,80,20,0,0,100,0,5
326,19,60210,57,50209,3,17522,8170,43116,0,1000,0,0,50,100,120,100,80,100,20,0,0,100,0,5
327,19,60211,57,0,3,12365,12660,47386,0,1000,0,0,50,100,120,100,80,100,20,0,0,100,0,5
328,19,60212,57,50211,3,14911,7312,60460,0,1000,0,0,50,120,100,80,100,100,20,0,0,100,0,5
329,19,60213,57,50212,3,14812,7312,60953,0,1000,0,0,50,120,100,80,100,100,20,0,0,100,0,5
330,20,60101,60,50101,3,10177,7801,26433,0,40000,4004,0,50,120,100,80,100,100,21,0,0,100,0,5
331,20,60102,60,50102,3,8385,10009,24305,0,40000,4004,0,50,80,100,100,120,100,21,0,0,100,0,5
332,20,60103,60,0,3,9356,8851,25295,0,40000,4004,0,50,100,120,100,80,100,21,0,0,100,0,5
333,20,60104,60,50103,3,11600,6006,27308,0,40000,4004,0,50,100,100,120,100,80,21,0,0,100,0,5
334,20,60105,60,0,3,9029,6778,36251,0,40000,4004,0,50,100,120,100,80,100,21,0,0,100,0,5
335,20,60106,60,50105,3,10184,6046,34188,0,40000,4004,0,50,100,80,100,100,120,21,0,0,100,0,5
336,20,60107,60,50111,3,11187,5079,33990,0,40000,4004,0,50,120,100,80,100,100,21,0,0,100,0,5
337,20,60108,60,50105,3,6930,9405,47025,0,40000,4004,0,50,100,100,120,100,80,21,0,0,100,0,5
338,20,60201,60,50201,3,14678,12887,43313,0,40000,4004,0,50,100,100,120,100,80,21,0,0,100,0,5
339,20,60202,60,50202,3,16553,10019,48312,0,40000,4004,0,50,120,100,80,100,100,21,0,0,100,0,5
340,20,60203,60,50203,3,17150,9336,48659,0,40000,4004,0,50,100,120,100,80,100,21,0,0,100,0,5
341,20,60204,60,50204,3,18137,9722,40689,0,40000,4004,0,50,100,120,100,80,100,21,0,0,100,0,5
342,20,60205,60,50205,3,13695,14579,39765,0,40000,4004,0,50,100,80,100,100,120,21,0,0,100,0,5
343,20,60206,60,50206,3,13695,9445,65439,0,40000,4004,0,50,80,100,100,120,100,21,0,0,100,0,5
344,20,60207,60,50207,3,16041,8752,58212,0,40000,4004,0,50,100,120,100,80,100,21,0,0,100,0,5
345,20,60208,60,50201,3,14177,13187,44336,0,40000,4004,0,50,100,100,120,100,80,21,0,0,100,0,5
346,20,60209,60,50208,3,16741,7960,57618,0,40000,4004,0,50,100,100,120,100,80,21,0,0,100,0,5
347,20,60210,60,50209,3,18454,8514,45342,0,40000,4004,0,50,100,120,100,80,100,21,0,0,100,0,5
348,20,60211,60,0,3,12976,13312,49731,0,40000,4004,0,50,100,120,100,80,100,21,0,0,100,0,5
349,20,60212,60,50211,3,15642,7682,63558,0,40000,4004,0,50,120,100,80,100,100,21,0,0,100,0,5
350,20,60213,60,50212,3,15563,7682,63954,0,40000,4004,0,50,120,100,80,100,100,21,0,0,100,0,5
351,21,60201,63,50201,3,15411,13472,45449,0,1000,0,0,50,100,100,120,100,80,22,0,0,100,0,5
352,21,60202,63,50202,3,17364,10472,50720,0,1000,0,0,50,120,100,80,100,100,22,0,0,100,0,5
353,21,60203,63,50203,3,17994,9776,50968,0,1000,0,0,50,100,120,100,80,100,22,0,0,100,0,5
354,21,60204,63,50204,3,19035,10184,42565,0,1000,0,0,50,100,120,100,80,100,22,0,0,100,0,5
355,21,60205,63,50205,3,14374,15282,41587,0,1000,0,0,50,100,80,100,100,120,22,0,0,100,0,5
356,21,60206,63,50206,3,14374,9915,68422,0,1000,0,0,50,80,100,100,120,100,22,0,0,100,0,5
357,21,60207,63,50207,3,16800,9159,61162,0,1000,0,0,50,100,120,100,80,100,22,0,0,100,0,5
358,21,60208,63,50201,3,14858,13814,46526,0,1000,0,0,50,100,100,120,100,80,22,0,0,100,0,5
359,21,60209,63,50208,3,17563,8324,60416,0,1000,0,0,50,100,100,120,100,80,22,0,0,100,0,5
360,21,60210,63,50209,3,19393,8861,47587,0,1000,0,0,50,100,120,100,80,100,22,0,0,100,0,5
361,21,60211,63,0,3,13592,13969,52095,0,1000,0,0,50,100,120,100,80,100,22,0,0,100,0,5
362,21,60212,63,50211,3,16379,8055,66681,0,1000,0,0,50,120,100,80,100,100,22,0,0,100,0,5
363,21,60213,63,50212,3,16320,8055,66980,0,1000,0,0,50,120,100,80,100,100,22,0,0,100,0,5
364,21,60301,63,50301,3,20364,9093,41570,0,1000,0,0,50,100,100,120,100,80,22,0,0,100,0,5
365,21,60302,63,50302,3,19946,7847,49874,0,1000,0,0,50,100,80,100,100,120,22,0,0,100,0,5
366,21,60303,63,50303,3,13548,12431,57880,0,1000,0,0,50,100,100,120,100,80,22,0,0,100,0,5
367,21,60304,63,50304,3,15544,8473,68770,0,1000,0,0,50,100,120,100,80,100,22,0,0,100,0,5
368,21,60305,63,50305,3,13747,15000,45067,0,1000,0,0,50,120,100,80,100,100,22,0,0,100,0,5
369,21,60306,63,50306,3,15899,12229,49211,0,1000,0,0,50,80,100,100,120,100,22,0,0,100,0,5
370,21,60307,63,50307,3,15007,13475,46360,0,1000,0,0,50,120,100,80,100,100,22,0,0,100,0,5
371,21,60308,63,50308,3,20288,9577,39531,0,1000,0,0,50,100,120,100,80,100,22,0,0,100,0,5
372,21,60309,63,50309,3,13326,16383,41239,0,1000,0,0,50,100,100,120,100,80,22,0,0,100,0,5
373,21,60310,63,50310,3,16055,10416,57565,0,1000,0,0,50,100,120,100,80,100,22,0,0,100,0,5
374,22,60201,66,50201,3,16151,14063,47602,0,1000,0,0,50,100,100,120,100,80,23,0,0,100,0,5
375,22,60202,66,50202,3,18182,10929,53147,0,1000,0,0,50,120,100,80,100,100,23,0,0,100,0,5
376,22,60203,66,50203,3,18844,10220,53297,0,1000,0,0,50,100,120,100,80,100,23,0,0,100,0,5
377,22,60204,66,50204,3,19940,10649,44456,0,1000,0,0,50,100,120,100,80,100,23,0,0,100,0,5
378,22,60205,66,50205,3,15058,15991,43423,0,1000,0,0,50,100,80,100,100,120,23,0,0,100,0,5
379,22,60206,66,50206,3,15058,10390,71429,0,1000,0,0,50,80,100,100,120,100,23,0,0,100,0,5
380,22,60207,66,50207,3,17566,9570,64136,0,1000,0,0,50,100,120,100,80,100,23,0,0,100,0,5
381,22,60208,66,50201,3,15544,14446,48735,0,1000,0,0,50,100,100,120,100,80,23,0,0,100,0,5
382,22,60209,66,50208,3,18392,8691,63237,0,1000,0,0,50,100,100,120,100,80,23,0,0,100,0,5
383,22,60210,66,50209,3,20340,9211,49850,0,1000,0,0,50,100,120,100,80,100,23,0,0,100,0,5
384,22,60211,66,0,3,14212,14632,54479,0,1000,0,0,50,100,120,100,80,100,23,0,0,100,0,5
385,22,60212,66,50211,3,17123,8432,69830,0,1000,0,0,50,120,100,80,100,100,23,0,0,100,0,5
386,22,60213,66,50212,3,17083,8432,70030,0,1000,0,0,50,120,100,80,100,100,23,0,0,100,0,5
387,22,60301,66,50301,3,21315,9524,43407,0,1000,0,0,50,100,100,120,100,80,23,0,0,100,0,5
388,22,60302,66,50302,3,20876,8212,52148,0,1000,0,0,50,100,80,100,100,120,23,0,0,100,0,5
389,22,60303,66,50303,3,14189,13037,60340,0,1000,0,0,50,100,100,120,100,80,23,0,0,100,0,5
390,22,60304,66,50304,3,16244,8871,72028,0,1000,0,0,50,100,120,100,80,100,23,0,0,100,0,5
391,22,60305,66,50305,3,14399,15718,46970,0,1000,0,0,50,120,100,80,100,100,23,0,0,100,0,5
392,22,60306,66,50306,3,16640,12824,51332,0,1000,0,0,50,80,100,100,120,100,23,0,0,100,0,5
393,22,60307,66,50307,3,15724,14136,48218,0,1000,0,0,50,120,100,80,100,100,23,0,0,100,0,5
394,22,60308,66,50308,3,21259,10010,41259,0,1000,0,0,50,100,120,100,80,100,23,0,0,100,0,5
395,22,60309,66,50309,3,13956,17126,43173,0,1000,0,0,50,100,100,120,100,80,23,0,0,100,0,5
396,22,60310,66,50310,3,16826,10892,60123,0,1000,0,0,50,100,120,100,80,100,23,0,0,100,0,5
397,23,60201,69,50201,3,16896,14658,49774,0,1000,0,0,50,100,100,120,100,80,24,0,0,100,0,5
398,23,60202,69,50202,3,19006,11390,55594,0,1000,0,0,50,120,100,80,100,100,24,0,0,100,0,5
399,23,60203,69,50203,3,19702,10667,55644,0,1000,0,0,50,100,120,100,80,100,24,0,0,100,0,5
400,23,60204,69,50204,3,20853,11119,46362,0,1000,0,0,50,100,120,100,80,100,24,0,0,100,0,5
401,23,60205,69,50205,3,15748,16705,45275,0,1000,0,0,50,100,80,100,100,120,24,0,0,100,0,5
402,23,60206,69,50206,3,15748,10868,74460,0,1000,0,0,50,80,100,100,120,100,24,0,0,100,0,5
403,23,60207,69,50207,3,18337,9985,67134,0,1000,0,0,50,100,120,100,80,100,24,0,0,100,0,5
404,23,60208,69,50201,3,16237,15083,50961,0,1000,0,0,50,100,100,120,100,80,24,0,0,100,0,5
405,23,60209,69,50208,3,19227,9062,66080,0,1000,0,0,50,100,100,120,100,80,24,0,0,100,0,5
406,23,60210,69,50209,3,21294,9563,52132,0,1000,0,0,50,100,120,100,80,100,24,0,0,100,0,5
407,23,60211,69,0,3,14838,15300,56882,0,1000,0,0,50,100,120,100,80,100,24,0,0,100,0,5
408,23,60212,69,50211,3,17872,8811,73005,0,1000,0,0,50,120,100,80,100,100,24,0,0,100,0,5
409,23,60213,69,50212,3,17852,8811,73105,0,1000,0,0,50,120,100,80,100,100,24,0,0,100,0,5
410,23,60301,69,50301,3,22274,9958,45258,0,1000,0,0,50,100,100,120,100,80,24,0,0,100,0,5
411,23,60302,69,50302,3,21813,8580,54440,0,1000,0,0,50,100,80,100,100,120,24,0,0,100,0,5
412,23,60303,69,50303,3,14835,13648,62819,0,1000,0,0,50,100,100,120,100,80,24,0,0,100,0,5
413,23,60304,69,50304,3,16949,9272,75313,0,1000,0,0,50,100,120,100,80,100,24,0,0,100,0,5
414,23,60305,69,50305,3,15056,16441,48887,0,1000,0,0,50,120,100,80,100,100,24,0,0,100,0,5
415,23,60306,69,50306,3,17387,13423,53470,0,1000,0,0,50,80,100,100,120,100,24,0,0,100,0,5
416,23,60307,69,50307,3,16447,14802,50091,0,1000,0,0,50,120,100,80,100,100,24,0,0,100,0,5
417,23,60308,69,50308,3,22238,10446,43000,0,1000,0,0,50,100,120,100,80,100,24,0,0,100,0,5
418,23,60309,69,50309,3,14591,17876,45124,0,1000,0,0,50,100,100,120,100,80,24,0,0,100,0,5
419,23,60310,69,50310,3,17605,11373,62702,0,1000,0,0,50,100,120,100,80,100,24,0,0,100,0,5
420,24,60201,72,50201,3,17647,15258,51962,0,1000,0,0,50,100,100,120,100,80,25,0,0,100,0,5
421,24,60202,72,50202,3,19837,11854,58061,0,1000,0,0,50,120,100,80,100,100,25,0,0,100,0,5
422,24,60203,72,50203,3,20567,11118,58010,0,1000,0,0,50,100,120,100,80,100,25,0,0,100,0,5
423,24,60204,72,50204,3,21773,11592,48283,0,1000,0,0,50,100,120,100,80,100,25,0,0,100,0,5
424,24,60205,72,50205,3,16444,17425,47141,0,1000,0,0,50,100,80,100,100,120,25,0,0,100,0,5
425,24,60206,72,50206,3,16444,11350,77515,0,1000,0,0,50,80,100,100,120,100,25,0,0,100,0,5
426,24,60207,72,50207,3,19115,10403,70157,0,1000,0,0,50,100,120,100,80,100,25,0,0,100,0,5
427,24,60208,72,50201,3,16934,15725,53206,0,1000,0,0,50,100,100,120,100,80,25,0,0,100,0,5
428,24,60209,72,50208,3,20069,9435,68947,0,1000,0,0,50,100,100,120,100,80,25,0,0,100,0,5
429,24,60210,72,50209,3,22257,9919,54432,0,1000,0,0,50,100,120,100,80,100,25,0,0,100,0,5
430,24,60211,72,0,3,15469,15973,59304,0,1000,0,0,50,100,120,100,80,100,25,0,0,100,0,5
431,24,60212,72,50211,3,18628,9193,76205,0,1000,0,0,50,120,100,80,100,100,25,0,0,100,0,5
432,24,60213,72,50212,3,18628,9193,76205,0,1000,0,0,50,120,100,80,100,100,25,0,0,100,0,5
433,24,60301,72,50301,3,23241,10396,47124,0,1000,0,0,50,100,100,120,100,80,25,0,0,100,0,5
434,24,60302,72,50302,3,22757,8951,56750,0,1000,0,0,50,100,80,100,100,120,25,0,0,100,0,5
435,24,60303,72,50303,3,15486,14263,65318,0,1000,0,0,50,100,100,120,100,80,25,0,0,100,0,5
436,24,60304,72,50304,3,17660,9677,78624,0,1000,0,0,50,100,120,100,80,100,25,0,0,100,0,5
437,24,60305,72,50305,3,15718,17170,50820,0,1000,0,0,50,120,100,80,100,100,25,0,0,100,0,5
438,24,60306,72,50306,3,18141,14028,55625,0,1000,0,0,50,80,100,100,120,100,25,0,0,100,0,5
439,24,60307,72,50307,3,17176,15473,51979,0,1000,0,0,50,120,100,80,100,100,25,0,0,100,0,5
440,24,60308,72,50308,3,23224,10886,44755,0,1000,0,0,50,100,120,100,80,100,25,0,0,100,0,5
441,24,60309,72,50309,3,15231,18631,47090,0,1000,0,0,50,100,100,120,100,80,25,0,0,100,0,5
442,24,60310,72,50310,3,18389,11857,65302,0,1000,0,0,50,100,120,100,80,100,25,0,0,100,0,5
443,25,60201,75,50201,3,18404,15863,54169,0,50000,4004,0,50,100,100,120,100,80,26,0,0,100,0,5
444,25,60202,75,50202,3,20675,12322,60548,0,50000,4004,0,50,120,100,80,100,100,26,0,0,100,0,5
445,25,60203,75,50203,3,21438,11573,60396,0,50000,4004,0,50,100,120,100,80,100,26,0,0,100,0,5
446,25,60204,75,50204,3,22700,12069,50220,0,50000,4004,0,50,100,120,100,80,100,26,0,0,100,0,5
447,25,60205,75,50205,3,17145,18151,49022,0,50000,4004,0,50,100,80,100,100,120,26,0,0,100,0,5
448,25,60206,75,50206,3,17145,11836,80595,0,50000,4004,0,50,80,100,100,120,100,26,0,0,100,0,5
449,25,60207,75,50207,3,19899,10824,73204,0,50000,4004,0,50,100,120,100,80,100,26,0,0,100,0,5
450,25,60208,75,50201,3,17638,16372,55468,0,50000,4004,0,50,100,100,120,100,80,26,0,0,100,0,5
451,25,60209,75,50208,3,20918,9811,71837,0,50000,4004,0,50,100,100,120,100,80,26,0,0,100,0,5
452,25,60210,75,50209,3,23227,10277,56751,0,50000,4004,0,50,100,120,100,80,100,26,0,0,100,0,5
453,25,60211,75,0,3,16106,16652,61746,0,50000,4004,0,50,100,120,100,80,100,26,0,0,100,0,5
454,25,60212,75,50211,3,19389,9578,79431,0,50000,4004,0,50,120,100,80,100,100,26,0,0,100,0,5
455,25,60213,75,50212,3,19410,9578,79329,0,50000,4004,0,50,120,100,80,100,100,26,0,0,100,0,5
456,25,60301,75,50301,3,24216,10837,49005,0,50000,4004,0,50,100,100,120,100,80,26,0,0,100,0,5
457,25,60302,75,50302,3,23709,9325,59079,0,50000,4004,0,50,100,80,100,100,120,26,0,0,100,0,5
458,25,60303,75,50303,3,16143,14884,67838,0,50000,4004,0,50,100,100,120,100,80,26,0,0,100,0,5
459,25,60304,75,50304,3,18377,10085,81962,0,50000,4004,0,50,100,120,100,80,100,26,0,0,100,0,5
460,25,60305,75,50305,3,16386,17904,52768,0,50000,4004,0,50,120,100,80,100,100,26,0,0,100,0,5
461,25,60306,75,50306,3,18900,14637,57797,0,50000,4004,0,50,80,100,100,120,100,26,0,0,100,0,5
462,25,60307,75,50307,3,17911,16149,53882,0,50000,4004,0,50,120,100,80,100,100,26,0,0,100,0,5
463,25,60308,75,50308,3,24219,11330,46524,0,50000,4004,0,50,100,120,100,80,100,26,0,0,100,0,5
464,25,60309,75,50309,3,15876,19393,49073,0,50000,4004,0,50,100,100,120,100,80,26,0,0,100,0,5
465,25,60310,75,50310,3,19180,12346,67922,0,50000,4004,0,50,100,120,100,80,100,26,0,0,100,0,5
466,26,60201,78,50201,3,19167,16472,56393,0,1000,0,0,50,100,100,120,100,80,27,0,0,100,0,5
467,26,60202,78,50202,3,21520,12794,63054,0,1000,0,0,50,120,100,80,100,100,27,0,0,100,0,5
468,26,60203,78,50203,3,22316,12031,62800,0,1000,0,0,50,100,120,100,80,100,27,0,0,100,0,5
469,26,60204,78,50204,3,23635,12550,52172,0,1000,0,0,50,100,120,100,80,100,27,0,0,100,0,5
470,26,60205,78,50205,3,17852,18882,50918,0,1000,0,0,50,100,80,100,100,120,27,0,0,100,0,5
471,26,60206,78,50206,3,17852,12326,83699,0,1000,0,0,50,80,100,100,120,100,27,0,0,100,0,5
472,26,60207,78,50207,3,20689,11248,76275,0,1000,0,0,50,100,120,100,80,100,27,0,0,100,0,5
473,26,60208,78,50201,3,18347,17025,57749,0,1000,0,0,50,100,100,120,100,80,27,0,0,100,0,5
474,26,60209,78,50208,3,21774,10190,74750,0,1000,0,0,50,100,100,120,100,80,27,0,0,100,0,5
475,26,60210,78,50209,3,24205,10638,59088,0,1000,0,0,50,100,120,100,80,100,27,0,0,100,0,5
476,26,60211,78,0,3,16747,17336,64207,0,1000,0,0,50,100,120,100,80,100,27,0,0,100,0,5
477,26,60212,78,50211,3,20157,9967,82682,0,1000,0,0,50,120,100,80,100,100,27,0,0,100,0,5
478,26,60213,78,50212,3,20198,9967,82479,0,1000,0,0,50,120,100,80,100,100,27,0,0,100,0,5
479,26,60301,78,50301,3,25198,11282,50901,0,1000,0,0,50,100,100,120,100,80,27,0,0,100,0,5
480,26,60302,78,50302,3,24669,9702,61427,0,1000,0,0,50,100,80,100,100,120,27,0,0,100,0,5
481,26,60303,78,50303,3,16804,15509,70376,0,1000,0,0,50,100,100,120,100,80,27,0,0,100,0,5
482,26,60304,78,50304,3,19099,10495,85326,0,1000,0,0,50,100,120,100,80,100,27,0,0,100,0,5
483,26,60305,78,50305,3,17058,18645,54732,0,1000,0,0,50,120,100,80,100,100,27,0,0,100,0,5
484,26,60306,78,50306,3,19665,15252,59986,0,1000,0,0,50,80,100,100,120,100,27,0,0,100,0,5
485,26,60307,78,50307,3,18652,16831,55799,0,1000,0,0,50,120,100,80,100,100,27,0,0,100,0,5
486,26,60308,78,50308,3,25222,11777,48308,0,1000,0,0,50,100,120,100,80,100,27,0,0,100,0,5
487,26,60309,78,50309,3,16526,20160,51070,0,1000,0,0,50,100,100,120,100,80,27,0,0,100,0,5
488,26,60310,78,50310,3,19977,12838,70563,0,1000,0,0,50,100,120,100,80,100,27,0,0,100,0,5
489,27,60201,81,50201,3,19936,17086,58634,0,1000,0,0,50,100,100,120,100,80,28,0,0,100,0,5
490,27,60202,81,50202,3,22371,13269,65580,0,1000,0,0,50,120,100,80,100,100,28,0,0,100,0,5
